3SNNA,3SNNR,3SNYA,3SNYR,3SYNA,3SYNR,3SYYA,3SYYR,3DNNA,3DNNR,3DNYA,3DNYR,3DYNA,3DYNR,3DYYA,3DYYR,4SNNA,4SNNR,4SNYA,4SNYR,4SYNA,4SYNR,4SYYA,4SYYR,4DNNA,4DNNR,4DNYA,4DNYR,4DYNA,4DYNR,4DYYA,4DYYR
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312414,?,?,4214431,?,3413332,?,4312414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312422,?,?,4214432,?,3413333,?,4312422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312424,?,?,4214433,?,3413334,?,4312424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312433,?,?,4214434,?,3413341,?,4312433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312434,?,?,4214441,?,3413342,?,4312434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312441,?,?,4214442,?,3413343,?,4312441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312442,?,?,4214443,?,3413344,?,4312442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4312443,?,?,4214444,?,3413411,?,4312443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313111,?,?,4221111,?,3413412,?,4313111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313112,?,?,4221112,?,3413413,?,4313112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313113,?,?,4221113,?,3413414,?,4313113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313114,?,?,4221114,?,3413421,?,4313114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313121,?,?,4221121,?,3413422,?,4313121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313123,?,?,4221122,?,3413423,?,4313123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313131,?,?,4221123,?,3413424,?,4313131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313132,?,?,4221124,?,3413431,?,4313132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313133,?,?,4221131,?,3413432,?,4313133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313134,?,?,4221132,?,3413433,?,4313134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313141,?,?,4221141,?,3413434,?,4313141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313143,?,?,4221142,?,3413441,?,4313143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313144,?,?,4221144,?,3413442,?,4313144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313211,?,?,4221211,?,3413443,?,4313211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313213,?,?,4221212,?,3413444,?,4313213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313222,?,?,4221213,?,3414111,?,4313222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313223,?,?,4221214,?,3414112,?,4313223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313231,?,?,4221221,?,3414113,?,4313231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313232,?,?,4221222,?,3414114,?,4313232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313234,?,?,4221223,?,3414121,?,4313234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313243,?,?,4221224,?,3414122,?,4313243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313244,?,?,4221231,?,3414123,?,4313244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313311,?,?,4221232,?,3414124,?,4313311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313312,?,?,4221233,?,3414131,?,4313312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313313,?,?,4221234,?,3414132,?,4313313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313314,?,?,4221241,?,3414133,?,4313314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313321,?,?,4221242,?,3414134,?,4313321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313322,?,?,4221243,?,3414141,?,4313322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313324,?,?,4221244,?,3414142,?,4313324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313331,?,?,4221311,?,3414143,?,4313331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313333,?,?,4221312,?,3414144,?,4313333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313334,?,?,4221321,?,3414211,?,4313334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313341,?,?,4221322,?,3414212,?,4313341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313342,?,?,4221323,?,3414213,?,4313342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313343,?,?,4221324,?,3414214,?,4313343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313344,?,?,4221332,?,3414221,?,4313344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313411,?,?,4221333,?,3414222,?,4313411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313413,?,?,4221342,?,3414223,?,4313413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313414,?,?,4221344,?,3414224,?,4313414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313423,?,?,4221411,?,3414231,?,4313423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313424,?,?,4221412,?,3414232,?,4313424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313431,?,?,4221414,?,3414233,?,4313431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313432,?,?,4221421,?,3414234,?,4313432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313433,?,?,4221422,?,3414241,?,4313433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313434,?,?,4221423,?,3414242,?,4313434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313441,?,?,4221424,?,3414243,?,4313441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313442,?,?,4221432,?,3414244,?,4313442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313443,?,?,4221434,?,3414311,?,4313443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4313444,?,?,4221441,?,3414312,?,4313444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314111,?,?,4221442,?,3414313,?,4314111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314112,?,?,4221443,?,3414314,?,4314112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314113,?,?,4221444,?,3414321,?,4314113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314114,?,?,4222111,?,3414322,?,4314114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314121,?,?,4222112,?,3414323,?,4314121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314124,?,?,4222113,?,3414324,?,4314124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314131,?,?,4222114,?,3414331,?,4314131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314133,?,?,4222121,?,3414332,?,4314133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314134,?,?,4222122,?,3414333,?,4314134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314141,?,?,4222123,?,3414334,?,4314141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314142,?,?,4222124,?,3414341,?,4314142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314143,?,?,4222131,?,3414342,?,4314143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314144,?,?,4222132,?,3414343,?,4314144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314211,?,?,4222133,?,3414344,?,4314211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314214,?,?,4222134,?,3414411,?,4314214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314222,?,?,4222141,?,3414412,?,4314222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314224,?,?,4222142,?,3414413,?,4314224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314233,?,?,4222143,?,3414414,?,4314233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314234,?,?,4222144,?,3414421,?,4314234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314241,?,?,4222211,?,3414422,?,4314241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314242,?,?,4222212,?,3414423,?,4314242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314243,?,?,4222213,?,3414424,?,4314243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314311,?,?,4222214,?,3414431,?,4314311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314313,?,?,4222221,?,3414432,?,4314313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314314,?,?,4222222,?,3414433,?,4314314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314323,?,?,4222223,?,3414434,?,4314323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314324,?,?,4222224,?,3414441,?,4314324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314331,?,?,4222231,?,3414442,?,4314331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314332,?,?,4222232,?,3414443,?,4314332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314333,?,?,4222233,?,3414444,?,4314333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314334,?,?,4222234,?,3421111,?,4314334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314341,?,?,4222241,?,3421112,?,4314341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314342,?,?,4222242,?,3421113,?,4314342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314343,?,?,4222243,?,3421114,?,4314343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314344,?,?,4222244,?,3421121,?,4314344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314411,?,?,4222311,?,3421122,?,4314411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314412,?,?,4222312,?,3421123,?,4314412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314413,?,?,4222313,?,3421124,?,4314413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314414,?,?,4222314,?,3421131,?,4314414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314421,?,?,4222321,?,3421132,?,4314421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314422,?,?,4222322,?,3421133,?,4314422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314423,?,?,4222323,?,3421134,?,4314423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314431,?,?,4222324,?,3421141,?,4314431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314432,?,?,4222331,?,3421142,?,4314432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314433,?,?,4222332,?,3421143,?,4314433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314434,?,?,4222333,?,3421144,?,4314434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314441,?,?,4222334,?,3421211,?,4314441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314443,?,?,4222341,?,3421212,?,4314443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4314444,?,?,4222342,?,3421213,?,4314444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321112,?,?,4222343,?,3421214,?,4321112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321113,?,?,4222344,?,3421221,?,4321113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321114,?,?,4222411,?,3421222,?,4321114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321121,?,?,4222412,?,3421223,?,4321121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321122,?,?,4222413,?,3421224,?,4321122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321131,?,?,4222414,?,3421231,?,4321131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321133,?,?,4222421,?,3421232,?,4321133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321141,?,?,4222422,?,3421233,?,4321141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321144,?,?,4222423,?,3421234,?,4321144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321211,?,?,4222424,?,3421241,?,4321211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321212,?,?,4222431,?,3421242,?,4321212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321221,?,?,4222432,?,3421243,?,4321221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321223,?,?,4222433,?,3421244,?,4321223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321224,?,?,4222434,?,3421311,?,4321224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321232,?,?,4222441,?,3421312,?,4321232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321233,?,?,4222442,?,3421313,?,4321233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321242,?,?,4222443,?,3421314,?,4321242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321244,?,?,4222444,?,3421321,?,4321244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321311,?,?,4223111,?,3421322,?,4321311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321313,?,?,4223112,?,3421323,?,4321313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321322,?,?,4223121,?,3421324,?,4321322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321323,?,?,4223122,?,3421331,?,4321323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321331,?,?,4223123,?,3421332,?,4321331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321332,?,?,4223124,?,3421333,?,4321332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321334,?,?,4223132,?,3421334,?,4321334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321343,?,?,4223133,?,3421341,?,4321343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321344,?,?,4223142,?,3421342,?,4321344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321411,?,?,4223144,?,3421343,?,4321411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321414,?,?,4223211,?,3421344,?,4321414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321422,?,?,4223212,?,3421411,?,4321422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321424,?,?,4223213,?,3421412,?,4321424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321433,?,?,4223214,?,3421413,?,4321433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321434,?,?,4223221,?,3421414,?,4321434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321441,?,?,4223222,?,3421421,?,4321441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321442,?,?,4223223,?,3421422,?,4321442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4321443,?,?,4223224,?,3421423,?,4321443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322111,?,?,4223231,?,3421424,?,4322111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322112,?,?,4223232,?,3421431,?,4322112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322121,?,?,4223233,?,3421432,?,4322121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322123,?,?,4223234,?,3421433,?,4322123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322124,?,?,4223241,?,3421434,?,4322124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322132,?,?,4223242,?,3421441,?,4322132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322133,?,?,4223243,?,3421442,?,4322133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322142,?,?,4223244,?,3421443,?,4322142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322144,?,?,4223312,?,3421444,?,4322144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322211,?,?,4223313,?,3422111,?,4322211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322213,?,?,4223321,?,3422112,?,4322213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322214,?,?,4223322,?,3422113,?,4322214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322222,?,?,4223323,?,3422114,?,4322222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322223,?,?,4223324,?,3422121,?,4322223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322224,?,?,4223331,?,3422122,?,4322224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322231,?,?,4223332,?,3422123,?,4322231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322232,?,?,4223333,?,3422124,?,4322232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322233,?,?,4223334,?,3422131,?,4322233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322234,?,?,4223342,?,3422132,?,4322234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322241,?,?,4223343,?,3422133,?,4322241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322242,?,?,4223344,?,3422134,?,4322242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322243,?,?,4223412,?,3422141,?,4322243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322244,?,?,4223414,?,3422142,?,4322244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322312,?,?,4223421,?,3422143,?,4322312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322313,?,?,4223422,?,3422144,?,4322313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322321,?,?,4223423,?,3422211,?,4322321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322322,?,?,4223424,?,3422212,?,4322322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322323,?,?,4223432,?,3422213,?,4322323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322324,?,?,4223433,?,3422214,?,4322324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322331,?,?,4223434,?,3422221,?,4322331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322332,?,?,4223441,?,3422222,?,4322332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322333,?,?,4223442,?,3422223,?,4322333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322334,?,?,4223443,?,3422224,?,4322334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322342,?,?,4223444,?,3422231,?,4322342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322343,?,?,4224111,?,3422232,?,4322343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322344,?,?,4224112,?,3422233,?,4322344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322412,?,?,4224114,?,3422234,?,4322412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322414,?,?,4224121,?,3422241,?,4322414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322421,?,?,4224122,?,3422242,?,4322421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322422,?,?,4224123,?,3422243,?,4322422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322423,?,?,4224124,?,3422244,?,4322423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322424,?,?,4224132,?,3422311,?,4322424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322432,?,?,4224134,?,3422312,?,4322432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322433,?,?,4224141,?,3422313,?,4322433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322434,?,?,4224142,?,3422314,?,4322434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322441,?,?,4224143,?,3422321,?,4322441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322442,?,?,4224144,?,3422322,?,4322442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322443,?,?,4224211,?,3422323,?,4322443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4322444,?,?,4224212,?,3422324,?,4322444
