3SNNA,3SNNR,3SNYA,3SNYR,3SYNA,3SYNR,3SYYA,3SYYR,3DNNA,3DNNR,3DNYA,3DNYR,3DYNA,3DYNR,3DYYA,3DYYR,4SNNA,4SNNR,4SNYA,4SNYR,4SYNA,4SYNR,4SYYA,4SYYR,4DNNA,4DNNR,4DNYA,4DNYR,4DYNA,4DYNR,4DYYA,4DYYR
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234422,2412341,3214124,1232334,?,1224123,2412341,1234422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234424,2412343,3214132,1232342,?,1224124,2412343,1234424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234433,2412413,3214134,1232343,?,1224131,2412413,1234433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234434,2412431,3214142,1232411,?,1224132,2412431,1234434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234441,2412433,3214143,1232412,?,1224133,2412433,1234441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234442,2413111,3214213,1232421,?,1224134,2413111,1234442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1234443,2413123,3214214,1232422,?,1224141,2413123,1234443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241111,2413124,3214231,1232423,?,1224142,2413124,1241111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241112,2413132,3214234,1232424,?,1224143,2413132,1241112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241114,2413134,3214241,1232432,?,1224144,2413134,1241114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241121,2413142,3214243,1232433,?,1224211,2413142,1241121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241122,2413143,3214312,1232442,?,1224212,2413143,1241122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241123,2413213,3214314,1232444,?,1224213,2413213,1241123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241124,2413214,3214321,1233111,?,1224214,2413214,1241124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241132,2413222,3214324,1233112,?,1224221,2413222,1241132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241133,2413231,3214341,1233113,?,1224222,2413231,1241133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241134,2413234,3214342,1233114,?,1224223,2413234,1241134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241141,2413241,3214412,1233121,?,1224224,2413241,1241141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241142,2413243,3214413,1233122,?,1224231,2413243,1241142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241143,2413312,3214421,1233123,?,1224232,2413312,1241143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241144,2413314,3214423,1233131,?,1224233,2413314,1241144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241211,2413321,3214431,1233132,?,1224234,2413321,1241211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241212,2413324,3214432,1233133,?,1224241,2413324,1241212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241213,2413333,3221134,1233134,?,1224242,2413333,1241213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241214,2413341,3221143,1233141,?,1224243,2413341,1241214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241221,2413342,3221144,1233143,?,1224244,2413342,1241221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241222,2413412,3221314,1233211,?,1224311,2413412,1241222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241223,2413413,3221341,1233212,?,1224312,2413413,1241223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241224,2413421,3221344,1233213,?,1224313,2413421,1241224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241231,2413423,3221413,1233221,?,1224314,2413423,1241231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241232,2413431,3221414,1233222,?,1224321,2413431,1241232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241241,2413432,3221431,1233223,?,1224322,2413432,1241241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241242,2413444,3221434,1233224,?,1224323,2413444,1241242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241244,2414123,3221441,1233231,?,1224324,2414123,1241244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241312,2414132,3221443,1233232,?,1224331,2414132,1241312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241313,2414133,3223114,1233233,?,1224332,2414133,1241313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241314,2414213,3223141,1233234,?,1224333,2414213,1241314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241321,2414231,3223144,1233242,?,1224334,2414231,1241321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241322,2414233,3223411,1233243,?,1224341,2414233,1241322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241331,2414312,3223414,1233311,?,1224342,2414312,1241331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241333,2414313,3223441,1233312,?,1224343,2414313,1241333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241341,2414321,3224113,1233313,?,1224344,2414321,1241341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241344,2414323,3224114,1233314,?,1224411,2414323,1241344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241411,2414331,3224131,1233321,?,1224412,2414331,1241411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241412,2414332,3224134,1233322,?,1224413,2414332,1241412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241413,2414344,3224141,1233323,?,1224414,2414344,1241413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241414,2414434,3224143,1233324,?,1224421,2414434,1241414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241421,2414443,3224311,1233331,?,1224422,2414443,1241421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241422,2421133,3224314,1233332,?,1224423,2421133,1241422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241424,2421134,3224341,1233333,?,1224424,2421134,1241424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241431,2421143,3224411,1233334,?,1224431,2421143,1241431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241434,2421223,3224413,1233341,?,1224432,2421223,1241434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241441,2421232,3224431,1233342,?,1224433,2421232,1241441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241442,2421313,3231124,1233343,?,1224434,2421313,1241442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241443,2421314,3231142,1233344,?,1224441,2421314,1241443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1241444,2421322,3231144,1233411,?,1224442,2421322,1241444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242111,2421331,3231214,1233413,?,1224443,2421331,1242111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242112,2421334,3231241,1233422,?,1224444,2421334,1242112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242113,2421341,3231244,1233423,?,1231111,2421341,1242113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242114,2421343,3231412,1233431,?,1231112,2421343,1242114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242121,2421413,3231414,1233432,?,1231113,2421413,1242121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242122,2421431,3231421,1233433,?,1231114,2421431,1242122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242123,2421433,3231424,1233434,?,1231121,2421433,1242123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242124,2422123,3231441,1233443,?,1231122,2422123,1242124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242131,2422132,3231442,1233444,?,1231123,2422132,1242131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242132,2422213,3232114,1234111,?,1231124,2422213,1242132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242141,2422231,3232141,1234112,?,1231131,2422231,1242141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242142,2422312,3232144,1234113,?,1231132,2422312,1242142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242144,2422321,3232411,1234114,?,1231133,2422321,1242144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242211,2423113,3232414,1234121,?,1231134,2423113,1242211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242212,2423114,3232441,1234122,?,1231141,2423114,1242212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242213,2423122,3234112,1234131,?,1231142,2423122,1242213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242214,2423131,3234114,1234133,?,1231143,2423131,1242214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242221,2423134,3234121,1234141,?,1231144,2423134,1242221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242222,2423141,3234124,1234144,?,1231211,2423141,1242222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242224,2423143,3234141,1234211,?,1231212,2423143,1242224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242231,2423212,3234142,1234212,?,1231213,2423212,1242231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242233,2423221,3234211,1234221,?,1231214,2423221,1242233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242234,2423311,3234214,1234222,?,1231221,2423311,1242234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242241,2423314,3234241,1234223,?,1231222,2423314,1242241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242242,2423341,3234411,1234224,?,1231223,2423341,1242242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242243,2423411,3234412,1234232,?,1231224,2423411,1242243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242244,2423413,3234421,1234233,?,1231231,2423413,1242244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242311,2423431,3241123,1234242,?,1231232,2423431,1242311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242312,2424113,3241124,1234244,?,1231233,2424113,1242312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242321,2424131,3241132,1234311,?,1231234,2424131,1242321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242323,2424133,3241134,1234313,?,1231241,2424133,1242323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242324,2424311,3241142,1234322,?,1231242,2424311,1242324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242332,2424313,3241143,1234323,?,1231243,2424313,1242332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242333,2424331,3241213,1234331,?,1231244,2424331,1242333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242342,2431111,3241214,1234332,?,1231311,2431111,1242342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242344,2431123,3241231,1234333,?,1231312,2431123,1242344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242411,2431124,3241234,1234334,?,1231313,2431124,1242411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242412,2431132,3241241,1234343,?,1231314,2431132,1242412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242414,2431134,3241243,1234344,?,1231321,2431134,1242414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242421,2431142,3241312,1234411,?,1231322,2431142,1242421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242422,2431143,3241314,1234414,?,1231323,2431143,1242422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242423,2431213,3241321,1234422,?,1231324,2431213,1242423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242424,2431214,3241324,1234424,?,1231331,2431214,1242424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242432,2431222,3241341,1234433,?,1231332,2431222,1242432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242434,2431231,3241342,1234434,?,1231333,2431231,1242434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242441,2431234,3241412,1234441,?,1231334,2431234,1242441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242442,2431241,3241413,1234442,?,1231341,2431241,1242442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242443,2431243,3241421,1234443,?,1231342,2431243,1242443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1242444,2431312,3241423,1234444,?,1231343,2431312,1242444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243112,2431314,3241431,1241111,?,1231344,2431314,1243112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243113,2431321,3241432,1241112,?,1231411,2431321,1243113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243114,2431324,3242113,1241113,?,1231412,2431324,1243114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243121,2431333,3242114,1241114,?,1231413,2431333,1243121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243122,2431341,3242131,1241121,?,1231414,2431341,1243122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243131,2431342,3242134,1241122,?,1231421,2431342,1243131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243133,2431412,3242141,1241123,?,1231422,2431412,1243133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243141,2431413,3242143,1241124,?,1231423,2431413,1243141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243144,2431421,3242311,1241131,?,1231424,2431421,1243144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243211,2431423,3242314,1241132,?,1231431,2431423,1243211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243212,2431431,3242341,1241133,?,1231432,2431431,1243212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243221,2431432,3242411,1241134,?,1231433,2431432,1243221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243223,2431444,3242413,1241141,?,1231434,2431444,1243223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243224,2432113,3242431,1241142,?,1231441,2432113,1243224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243232,2432114,3243112,1241143,?,1231442,2432114,1243232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243233,2432122,3243114,1241144,?,1231443,2432122,1243233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243242,2432131,3243121,1241211,?,1231444,2432131,1243242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243244,2432134,3243124,1241212,?,1232111,2432134,1243244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243311,2432141,3243141,1241213,?,1232112,2432141,1243311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243313,2432143,3243142,1241214,?,1232113,2432143,1243313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243322,2432212,3243211,1241221,?,1232114,2432212,1243322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243323,2432221,3243214,1241222,?,1232121,2432221,1243323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243331,2432311,3243241,1241223,?,1232122,2432311,1243331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243332,2432314,3243411,1241224,?,1232123,2432314,1243332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243334,2432341,3243412,1241231,?,1232124,2432341,1243334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243343,2432411,3243421,1241232,?,1232131,2432411,1243343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243344,2432413,3244112,1241241,?,1232132,2432413,1243344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243411,2432431,3244113,1241242,?,1232133,2432431,1243411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243414,2433112,3244121,1241244,?,1232134,2433112,1243414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243422,2433114,3244123,1241311,?,1232141,2433114,1243422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243424,2433121,3244131,1241312,?,1232142,2433121,1243424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243433,2433124,3244132,1241313,?,1232143,2433124,1243433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243434,2433133,3244211,1241314,?,1232144,2433133,1243434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243441,2433141,3244213,1241321,?,1232211,2433141,1243441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243442,2433142,3244231,1241322,?,1232212,2433142,1243442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1243443,2433211,3244311,1241331,?,1232213,2433211,1243443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244111,2433214,3244312,1241333,?,1232214,2433214,1244111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244112,2433241,3244321,1241341,?,1232221,2433241,1244112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244113,2433313,3311224,1241344,?,1232222,2433313,1244113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244114,2433331,3311242,1241411,?,1232223,2433331,1244114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244121,2433411,3311244,1241412,?,1232224,2433411,1244121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244122,2433412,3311422,1241413,?,1232231,2433412,1244122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244124,2433421,3311424,1241414,?,1232232,2433421,1244124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244131,2434112,3311442,1241421,?,1232233,2434112,1244131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244134,2434113,3312124,1241422,?,1232234,2434113,1244134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244141,2434121,3312142,1241424,?,1232241,2434121,1244141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244142,2434123,3312144,1241431,?,1232242,2434123,1244142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244143,2434131,3312214,1241434,?,1232243,2434131,1244143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244144,2434132,3312241,1241441,?,1232244,2434132,1244144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244211,2434144,3312244,1241442,?,1232311,2434144,1244211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244212,2434211,3312412,1241443,?,1232312,2434211,1244212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244214,2434213,3312414,1241444,?,1232313,2434213,1244214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244221,2434231,3312421,1242111,?,1232314,2434231,1244221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244222,2434311,3312424,1242112,?,1232321,2434311,1244222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244223,2434312,3312441,1242113,?,1232322,2434312,1244223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244224,2434321,3312442,1242114,?,1232323,2434321,1244224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244232,2434414,3314122,1242121,?,1232324,2434414,1244232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244234,2434441,3314124,1242122,?,1232331,2434441,1244234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244241,2441123,3314142,1242123,?,1232332,2441123,1244241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244242,2441132,3314212,1242124,?,1232333,2441132,1244242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244243,2441133,3314214,1242131,?,1232334,2441133,1244243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244244,2441213,3314221,1242132,?,1232341,2441213,1244244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244311,2441231,3314224,1242141,?,1232342,2441231,1244311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244314,2441233,3314241,1242142,?,1232343,2441233,1244314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244322,2441312,3314242,1242144,?,1232344,2441312,1244322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244324,2441313,3314412,1242211,?,1232411,2441313,1244324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244333,2441321,3314421,1242212,?,1232412,2441321,1244333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244334,2441323,3314422,1242213,?,1232413,2441323,1244334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244341,2441331,3321124,1242214,?,1232414,2441331,1244341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244342,2441332,3321142,1242221,?,1232421,2441332,1244342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244343,2441344,3321144,1242222,?,1232422,2441344,1244343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1244411,2441434,3321214,1242223,?,1232423,2441434,1244411
